seed,algorithm,condition,n_iter,surrogates_fitted,search_kappa,repeated_cv_mean,repeated_cv_sd,ci95_low,ci95_high,heldout_kappa,heldout_auc,accuracy,best_params
777,MLP,random15,15,1,0.8443767683884207,0.8142773433676851,0.0612317286603253,0.802478877608906,0.825973158566018,0.7222222222222222,0.9146412037037036,0.8958333333333334,"{""NN__activation"": ""tanh"", ""NN__alpha"": 1.0002962590175619e-05, ""NN__hidden_layer_sizes"": 14, ""NN__learning_rate_init"": 1.259377689791269e-07}"
777,SVM,random5,5,1,0.8739324149509535,0.8490061713928186,0.0711038800653025,0.8352723409850425,0.8627461134087487,0.6842105263157895,0.9224537037037038,0.875,"{""svm__C"": 0.9002831866303463, ""svm__gamma"": 0.10583889705671752, ""svm__kernel"": ""rbf""}"
777,SVM,bayes15,15,6,0.8798959147464984,0.8498966474438678,0.0730759374329224,0.8359981904768472,0.8638613193144165,0.6842105263157895,0.9253472222222224,0.875,"{""svm__C"": 1.0, ""svm__gamma"": 0.08131479636103803, ""svm__kernel"": ""rbf""}"
777,SVM,random15,15,1,0.8798959147464984,0.8505007802803037,0.0736824018608438,0.83635314643191,0.8645575972385281,0.6842105263157895,0.9236111111111112,0.875,"{""svm__C"": 0.9257840958388497, ""svm__gamma"": 0.09221840264894231, ""svm__kernel"": ""rbf""}"
777,XGBoost,random5,5,1,0.8681225648783955,0.8466303098424568,0.0754959655288984,0.8314739622650282,0.8610538893502044,0.7142857142857143,0.9363425925925926,0.8854166666666666,"{""xgb__colsample_bytree"": 0.47649331849995413, ""xgb__gamma"": 1.9902558867935767, ""xgb__learning_rate"": 0.041653102812358796, ""xgb__max_depth"": 7, ""xgb__max_leaves"": 92, ""xgb__min_child_weight"": 2.3791807833515346, ""xgb__n_estimators"": 382, ""xgb__reg_alpha"": 0.008403370024409124, ""xgb__reg_lambda"": 0.07339529222648974, ""xgb__subsample"": 0.850178121078409}"
777,XGBoost,bayes15,15,6,0.8681225648783955,0.8466303098424568,0.0754959655288984,0.8314739622650282,0.8610538893502044,0.7142857142857143,0.9363425925925926,0.8854166666666666,"{""xgb__colsample_bytree"": 0.47649331849995413, ""xgb__gamma"": 1.9902558867935767, ""xgb__learning_rate"": 0.041653102812358796, ""xgb__max_depth"": 7, ""xgb__max_leaves"": 92, ""xgb__min_child_weight"": 2.3791807833515346, ""xgb__n_estimators"": 382, ""xgb__reg_alpha"": 0.008403370024409124, ""xgb__reg_lambda"": 0.07339529222648974, ""xgb__subsample"": 0.850178121078409}"
777,XGBoost,random15,15,1,0.8681225648783955,0.8466303098424568,0.0754959655288984,0.8314739622650282,0.8610538893502044,0.7142857142857143,0.9363425925925926,0.8854166666666666,"{""xgb__colsample_bytree"": 0.47649331849995413, ""xgb__gamma"": 1.9902558867935767, ""xgb__learning_rate"": 0.041653102812358796, ""xgb__max_depth"": 7, ""xgb__max_leaves"": 92, ""xgb__min_child_weight"": 2.3791807833515346, ""xgb__n_estimators"": 382, ""xgb__reg_alpha"": 0.008403370024409124, ""xgb__reg_lambda"": 0.07339529222648974, ""xgb__subsample"": 0.850178121078409}"
777,LogisticRegression,random5,5,1,0.8324431420980627,0.8373792029593659,0.0773219116185695,0.822146934161818,0.8524667316179079,0.6923076923076923,0.9421296296296297,0.875,"{""LGR__C"": 17.468431403753517, ""LGR__penalty"": ""l2"", ""LGR__solver"": ""lbfgs""}"
777,LogisticRegression,bayes15,15,6,0.8383734683631028,0.8376835994683003,0.0729921591617476,0.8234179686627972,0.8520414229002918,0.7142857142857143,0.9444444444444444,0.8854166666666666,"{""LGR__C"": 7.787312042210322, ""LGR__penalty"": ""l2"", ""LGR__solver"": ""lbfgs""}"
777,LogisticRegression,random15,15,1,0.8384332575326102,0.8304957672308843,0.0733807501258459,0.81649432201437,0.8452128422065862,0.6923076923076923,0.9375,0.875,"{""LGR__C"": 40.33219240836684, ""LGR__penalty"": ""l2"", ""LGR__solver"": ""lbfgs""}"
