Model,n_iter,Accuracy,Error,Precision,Sensitivity,F1,Kappa_train,Kappa_test,AUC,TP,TN,FP,FN
XGBoost,5,0.8958333333333334,0.10416666666666663,0.9558823529411765,0.9027777777777778,0.9285714285714286,0.9940119760479041,0.736842105263158,0.9479166666666667,65,21,3,7
