Model,candidate_idx,mean_cv_kappa,std_cv_kappa,is_best
LogisticRegression,0,0.8142454571875744,0.043953129013390255,False
LogisticRegression,1,0.6892248812620841,0.07141794946508241,False
LogisticRegression,2,0.8201278219874304,0.05710396134468167,True
LogisticRegression,3,0.7188141977415897,0.07179201249521293,False
LogisticRegression,4,0.796381554466033,0.034600479381628434,False
