System,RMSD_A
Ifenprodil (3QEL),1.1824
Ifenprodil (3QEL),1.1826
Ifenprodil (3QEL),1.1828
Ifenprodil (3QEL),1.1831
Ifenprodil (3QEL),1.1831
Ifenprodil (3QEL),1.1835
Ifenprodil (3QEL),1.1836
Ifenprodil (3QEL),1.184
Ifenprodil (3QEL),1.1841
Ifenprodil (3QEL),1.1842
Ifenprodil (3QEL),1.1847
Ifenprodil (3QEL),1.1851
Ifenprodil (3QEL),1.1851
Ifenprodil (3QEL),1.1854
Ifenprodil (3QEL),1.1857
Ifenprodil (3QEL),1.187
Ifenprodil (3QEL),1.1875
Ifenprodil (3QEL),1.1876
Ifenprodil (3QEL),1.1877
Ifenprodil (3QEL),1.1878
Ifenprodil (3QEL),1.1886
Ifenprodil (3QEL),1.1892
Ifenprodil (3QEL),1.1915
Ifenprodil (3QEL),1.1917
Ifenprodil (3QEL),1.1919
Ifenprodil (3QEL),1.192
Ifenprodil (3QEL),1.1922
Ifenprodil (3QEL),1.1924
Ifenprodil (3QEL),1.1925
Ifenprodil (3QEL),1.1929
Ifenprodil (3QEL),1.1933
Ifenprodil (3QEL),1.1936
Ifenprodil (3QEL),1.1936
Ifenprodil (3QEL),1.1936
Ifenprodil (3QEL),1.1938
Ifenprodil (3QEL),1.194
Ifenprodil (3QEL),1.1944
Ifenprodil (3QEL),1.1945
Ifenprodil (3QEL),1.1947
Ifenprodil (3QEL),1.1947
Ifenprodil (3QEL),1.1962
Ifenprodil (3QEL),1.1965
Ifenprodil (3QEL),1.1973
Ifenprodil (3QEL),1.1973
Ifenprodil (3QEL),1.1975
Ifenprodil (3QEL),1.1979
Ifenprodil (3QEL),1.1982
Ifenprodil (3QEL),1.1983
Ifenprodil (3QEL),1.1983
Ifenprodil (3QEL),1.1991
Ifenprodil (3QEL),1.1998
Ifenprodil (3QEL),1.2
Ifenprodil (3QEL),1.2002
Ifenprodil (3QEL),1.2007
Ifenprodil (3QEL),1.2011
Ifenprodil (3QEL),1.2012
Ifenprodil (3QEL),1.2013
Ifenprodil (3QEL),1.2016
Ifenprodil (3QEL),1.2017
Ifenprodil (3QEL),1.2018
Ifenprodil (3QEL),1.2021
Ifenprodil (3QEL),1.2025
Ifenprodil (3QEL),1.2029
Ifenprodil (3QEL),1.2031
Ifenprodil (3QEL),1.2036
Ifenprodil (3QEL),1.2038
Ifenprodil (3QEL),1.204
Ifenprodil (3QEL),1.2042
Ifenprodil (3QEL),1.2043
Ifenprodil (3QEL),1.2043
Ifenprodil (3QEL),1.2048
Ifenprodil (3QEL),1.2056
Ifenprodil (3QEL),1.2057
Ifenprodil (3QEL),1.2059
Ifenprodil (3QEL),1.2063
Ifenprodil (3QEL),1.2067
Ifenprodil (3QEL),1.2073
Ifenprodil (3QEL),1.2078
Ifenprodil (3QEL),1.2081
Ifenprodil (3QEL),1.21
Ifenprodil (3QEL),1.2104
Ifenprodil (3QEL),1.2104
Ifenprodil (3QEL),1.2111
Ifenprodil (3QEL),1.2112
Ifenprodil (3QEL),1.2114
Ifenprodil (3QEL),1.2117
Ifenprodil (3QEL),1.2121
Ifenprodil (3QEL),1.2132
Ifenprodil (3QEL),1.2133
Ifenprodil (3QEL),1.2136
Ifenprodil (3QEL),1.214
Ifenprodil (3QEL),1.2143
Ifenprodil (3QEL),1.2145
Ifenprodil (3QEL),1.2146
Ifenprodil (3QEL),1.2151
Ifenprodil (3QEL),1.2155
Ifenprodil (3QEL),1.2157
Ifenprodil (3QEL),1.2162
Ifenprodil (3QEL),1.218
Ifenprodil (3QEL),1.2186
Ifenprodil (3QEL),1.2187
Ifenprodil (3QEL),1.2188
Ifenprodil (3QEL),1.2195
Ifenprodil (3QEL),1.2202
Ifenprodil (3QEL),1.2214
Ifenprodil (3QEL),1.2221
Ifenprodil (3QEL),1.2221
Ifenprodil (3QEL),1.2222
Ifenprodil (3QEL),1.2222
Ifenprodil (3QEL),1.2233
Ifenprodil (3QEL),1.2237
Ifenprodil (3QEL),1.2251
Ifenprodil (3QEL),1.2263
Ifenprodil (3QEL),1.2268
Ifenprodil (3QEL),1.2276
Ifenprodil (3QEL),1.2291
Ifenprodil (3QEL),1.2298
Ifenprodil (3QEL),1.2303
Ifenprodil (3QEL),1.2309
Ifenprodil (3QEL),1.2316
Ifenprodil (3QEL),1.2322
Ifenprodil (3QEL),1.2325
Ifenprodil (3QEL),1.2337
Ifenprodil (3QEL),1.2338
Ifenprodil (3QEL),1.2354
Ifenprodil (3QEL),1.2388
Ifenprodil (3QEL),1.2402
Ifenprodil (3QEL),1.2403
Ifenprodil (3QEL),1.2405
Ifenprodil (3QEL),1.2407
Ifenprodil (3QEL),1.2417
Ifenprodil (3QEL),1.2436
Ifenprodil (3QEL),1.2439
Ifenprodil (3QEL),1.2439
Ifenprodil (3QEL),1.2442
Ifenprodil (3QEL),1.2464
Ifenprodil (3QEL),1.2468
Ifenprodil (3QEL),1.2472
Ifenprodil (3QEL),1.2514
Ifenprodil (3QEL),1.2515
Ifenprodil (3QEL),1.2546
Ifenprodil (3QEL),1.2549
Ifenprodil (3QEL),1.2553
Ifenprodil (3QEL),1.2553
Ifenprodil (3QEL),1.2566
Ifenprodil (3QEL),1.2568
Ifenprodil (3QEL),1.2576
Ifenprodil (3QEL),1.2583
Ifenprodil (3QEL),1.2611
Ifenprodil (3QEL),1.2616
Ifenprodil (3QEL),1.2661
Ifenprodil (3QEL),1.2671
Ifenprodil (3QEL),1.2685
Ifenprodil (3QEL),1.2685
Ifenprodil (3QEL),1.2724
Ifenprodil (3QEL),1.2755
Ifenprodil (3QEL),1.2775
Ifenprodil (3QEL),1.279
Ifenprodil (3QEL),1.2848
Ifenprodil (3QEL),1.2854
Ifenprodil (3QEL),1.2863
Ifenprodil (3QEL),1.2881
Ifenprodil (3QEL),1.2908
Ifenprodil (3QEL),1.291
Ifenprodil (3QEL),1.2913
Ifenprodil (3QEL),1.2929
Ifenprodil (3QEL),1.2963
Ifenprodil (3QEL),1.2976
Ifenprodil (3QEL),1.2992
Ifenprodil (3QEL),1.3052
Ifenprodil (3QEL),1.3074
Ifenprodil (3QEL),1.308
Ifenprodil (3QEL),1.3087
Ifenprodil (3QEL),1.3172
Ifenprodil (3QEL),1.3196
Ifenprodil (3QEL),1.3226
Ifenprodil (3QEL),1.3228
Ifenprodil (3QEL),1.323
Ifenprodil (3QEL),1.3273
Ifenprodil (3QEL),1.3277
Ifenprodil (3QEL),1.3304
Ifenprodil (3QEL),1.3334
Ifenprodil (3QEL),1.3345
Ifenprodil (3QEL),1.3346
Ifenprodil (3QEL),1.3353
Ifenprodil (3QEL),1.3496
Ifenprodil (3QEL),1.3516
Ifenprodil (3QEL),1.3562
Ifenprodil (3QEL),1.5193
Ro25-6981 (3QEM),0.309
Ro25-6981 (3QEM),0.3409
Ro25-6981 (3QEM),0.355
Ro25-6981 (3QEM),0.364
Ro25-6981 (3QEM),0.3688
Ro25-6981 (3QEM),0.373
Ro25-6981 (3QEM),0.3741
Ro25-6981 (3QEM),0.3856
Ro25-6981 (3QEM),0.3862
Ro25-6981 (3QEM),0.3871
Ro25-6981 (3QEM),0.3881
Ro25-6981 (3QEM),0.3927
Ro25-6981 (3QEM),0.3974
Ro25-6981 (3QEM),0.3976
Ro25-6981 (3QEM),0.399
Ro25-6981 (3QEM),0.399
Ro25-6981 (3QEM),0.3991
Ro25-6981 (3QEM),0.4011
Ro25-6981 (3QEM),0.4039
Ro25-6981 (3QEM),0.4039
Ro25-6981 (3QEM),0.4043
Ro25-6981 (3QEM),0.4071
Ro25-6981 (3QEM),0.4076
Ro25-6981 (3QEM),0.4106
Ro25-6981 (3QEM),0.4112
Ro25-6981 (3QEM),0.4113
Ro25-6981 (3QEM),0.4123
Ro25-6981 (3QEM),0.4131
Ro25-6981 (3QEM),0.4147
Ro25-6981 (3QEM),0.4154
Ro25-6981 (3QEM),0.4156
Ro25-6981 (3QEM),0.4164
Ro25-6981 (3QEM),0.418
Ro25-6981 (3QEM),0.418
Ro25-6981 (3QEM),0.418
Ro25-6981 (3QEM),0.4183
Ro25-6981 (3QEM),0.4202
Ro25-6981 (3QEM),0.4221
Ro25-6981 (3QEM),0.4229
Ro25-6981 (3QEM),0.4234
Ro25-6981 (3QEM),0.4237
Ro25-6981 (3QEM),0.4238
Ro25-6981 (3QEM),0.4239
Ro25-6981 (3QEM),0.4254
Ro25-6981 (3QEM),0.4264
Ro25-6981 (3QEM),0.4265
Ro25-6981 (3QEM),0.4265
Ro25-6981 (3QEM),0.4272
Ro25-6981 (3QEM),0.4275
Ro25-6981 (3QEM),0.4284
Ro25-6981 (3QEM),0.4287
Ro25-6981 (3QEM),0.4288
Ro25-6981 (3QEM),0.4305
Ro25-6981 (3QEM),0.4317
Ro25-6981 (3QEM),0.4317
Ro25-6981 (3QEM),0.432
Ro25-6981 (3QEM),0.4322
Ro25-6981 (3QEM),0.4329
Ro25-6981 (3QEM),0.4333
Ro25-6981 (3QEM),0.4338
Ro25-6981 (3QEM),0.4338
Ro25-6981 (3QEM),0.4339
Ro25-6981 (3QEM),0.434
Ro25-6981 (3QEM),0.4341
Ro25-6981 (3QEM),0.4345
Ro25-6981 (3QEM),0.4347
Ro25-6981 (3QEM),0.4358
Ro25-6981 (3QEM),0.4358
Ro25-6981 (3QEM),0.4361
Ro25-6981 (3QEM),0.437
Ro25-6981 (3QEM),0.4379
Ro25-6981 (3QEM),0.438
Ro25-6981 (3QEM),0.438
Ro25-6981 (3QEM),0.4384
Ro25-6981 (3QEM),0.4387
Ro25-6981 (3QEM),0.4388
Ro25-6981 (3QEM),0.4388
Ro25-6981 (3QEM),0.4391
Ro25-6981 (3QEM),0.4395
Ro25-6981 (3QEM),0.4398
Ro25-6981 (3QEM),0.4407
Ro25-6981 (3QEM),0.4413
Ro25-6981 (3QEM),0.4413
Ro25-6981 (3QEM),0.4416
Ro25-6981 (3QEM),0.4421
Ro25-6981 (3QEM),0.4422
Ro25-6981 (3QEM),0.4429
Ro25-6981 (3QEM),0.4432
Ro25-6981 (3QEM),0.4435
Ro25-6981 (3QEM),0.4436
Ro25-6981 (3QEM),0.4437
Ro25-6981 (3QEM),0.4444
Ro25-6981 (3QEM),0.4446
Ro25-6981 (3QEM),0.4448
Ro25-6981 (3QEM),0.445
Ro25-6981 (3QEM),0.4453
Ro25-6981 (3QEM),0.4464
Ro25-6981 (3QEM),0.4468
Ro25-6981 (3QEM),0.4477
Ro25-6981 (3QEM),0.4485
Ro25-6981 (3QEM),0.4488
Ro25-6981 (3QEM),0.449
Ro25-6981 (3QEM),0.449
Ro25-6981 (3QEM),0.4491
Ro25-6981 (3QEM),0.4491
Ro25-6981 (3QEM),0.4504
Ro25-6981 (3QEM),0.4511
Ro25-6981 (3QEM),0.4514
Ro25-6981 (3QEM),0.4516
Ro25-6981 (3QEM),0.4518
Ro25-6981 (3QEM),0.4518
Ro25-6981 (3QEM),0.4519
Ro25-6981 (3QEM),0.452
Ro25-6981 (3QEM),0.4533
Ro25-6981 (3QEM),0.4537
Ro25-6981 (3QEM),0.4538
Ro25-6981 (3QEM),0.4542
Ro25-6981 (3QEM),0.4545
Ro25-6981 (3QEM),0.4546
Ro25-6981 (3QEM),0.4553
Ro25-6981 (3QEM),0.4556
Ro25-6981 (3QEM),0.4557
Ro25-6981 (3QEM),0.4561
Ro25-6981 (3QEM),0.4562
Ro25-6981 (3QEM),0.4567
Ro25-6981 (3QEM),0.4577
Ro25-6981 (3QEM),0.4582
Ro25-6981 (3QEM),0.4585
Ro25-6981 (3QEM),0.4588
Ro25-6981 (3QEM),0.4588
Ro25-6981 (3QEM),0.4591
Ro25-6981 (3QEM),0.4598
Ro25-6981 (3QEM),0.4608
Ro25-6981 (3QEM),0.4617
Ro25-6981 (3QEM),0.463
Ro25-6981 (3QEM),0.463
Ro25-6981 (3QEM),0.4632
Ro25-6981 (3QEM),0.4632
Ro25-6981 (3QEM),0.4633
Ro25-6981 (3QEM),0.4634
Ro25-6981 (3QEM),0.4638
Ro25-6981 (3QEM),0.464
Ro25-6981 (3QEM),0.4647
Ro25-6981 (3QEM),0.4647
Ro25-6981 (3QEM),0.4651
Ro25-6981 (3QEM),0.4652
Ro25-6981 (3QEM),0.4663
Ro25-6981 (3QEM),0.4665
Ro25-6981 (3QEM),0.4667
Ro25-6981 (3QEM),0.4671
Ro25-6981 (3QEM),0.4673
Ro25-6981 (3QEM),0.4678
Ro25-6981 (3QEM),0.4678
Ro25-6981 (3QEM),0.4682
Ro25-6981 (3QEM),0.4682
Ro25-6981 (3QEM),0.4686
Ro25-6981 (3QEM),0.469
Ro25-6981 (3QEM),0.4691
Ro25-6981 (3QEM),0.4691
Ro25-6981 (3QEM),0.4693
Ro25-6981 (3QEM),0.4696
Ro25-6981 (3QEM),0.4698
Ro25-6981 (3QEM),0.4706
Ro25-6981 (3QEM),0.4708
Ro25-6981 (3QEM),0.4709
Ro25-6981 (3QEM),0.4714
Ro25-6981 (3QEM),0.4714
Ro25-6981 (3QEM),0.4715
Ro25-6981 (3QEM),0.4716
Ro25-6981 (3QEM),0.4718
Ro25-6981 (3QEM),0.4719
Ro25-6981 (3QEM),0.4722
Ro25-6981 (3QEM),0.4728
Ro25-6981 (3QEM),0.474
Ro25-6981 (3QEM),0.4742
Ro25-6981 (3QEM),0.4742
Ro25-6981 (3QEM),0.4747
Ro25-6981 (3QEM),0.475
Ro25-6981 (3QEM),0.4751
Ro25-6981 (3QEM),0.4753
Ro25-6981 (3QEM),0.4754
Ro25-6981 (3QEM),0.4756
Ro25-6981 (3QEM),0.4756
Ro25-6981 (3QEM),0.4757
Ro25-6981 (3QEM),0.4757
Ro25-6981 (3QEM),0.4759
Ro25-6981 (3QEM),0.4763
Ro25-6981 (3QEM),0.4765
Ro25-6981 (3QEM),0.4765
Ro25-6981 (3QEM),0.4766
Ro25-6981 (3QEM),0.4768
Ro25-6981 (3QEM),0.4772
Ro25-6981 (3QEM),0.4776
Ro25-6981 (3QEM),0.4784
Ro25-6981 (3QEM),0.4787
Ro25-6981 (3QEM),0.4788
Ro25-6981 (3QEM),0.4791
Ro25-6981 (3QEM),0.4793
Ro25-6981 (3QEM),0.4795
Ro25-6981 (3QEM),0.4795
Ro25-6981 (3QEM),0.4797
Ro25-6981 (3QEM),0.4797
Ro25-6981 (3QEM),0.4797
Ro25-6981 (3QEM),0.4799
Ro25-6981 (3QEM),0.4799
Ro25-6981 (3QEM),0.4799
Ro25-6981 (3QEM),0.48
Ro25-6981 (3QEM),0.4806
Ro25-6981 (3QEM),0.4806
Ro25-6981 (3QEM),0.4806
Ro25-6981 (3QEM),0.481
Ro25-6981 (3QEM),0.4811
Ro25-6981 (3QEM),0.4813
Ro25-6981 (3QEM),0.482
Ro25-6981 (3QEM),0.4822
Ro25-6981 (3QEM),0.4823
Ro25-6981 (3QEM),0.4824
Ro25-6981 (3QEM),0.4828
Ro25-6981 (3QEM),0.4829
Ro25-6981 (3QEM),0.4829
Ro25-6981 (3QEM),0.4831
Ro25-6981 (3QEM),0.4831
Ro25-6981 (3QEM),0.4832
Ro25-6981 (3QEM),0.4836
Ro25-6981 (3QEM),0.4836
Ro25-6981 (3QEM),0.4837
Ro25-6981 (3QEM),0.4838
Ro25-6981 (3QEM),0.4841
Ro25-6981 (3QEM),0.4842
Ro25-6981 (3QEM),0.4842
Ro25-6981 (3QEM),0.4842
Ro25-6981 (3QEM),0.4842
Ro25-6981 (3QEM),0.4849
Ro25-6981 (3QEM),0.4852
Ro25-6981 (3QEM),0.4854
Ro25-6981 (3QEM),0.4854
Ro25-6981 (3QEM),0.4857
Ro25-6981 (3QEM),0.4857
Ro25-6981 (3QEM),0.4865
Ro25-6981 (3QEM),0.4868
Ro25-6981 (3QEM),0.4869
Ro25-6981 (3QEM),0.4869
Ro25-6981 (3QEM),0.4873
Ro25-6981 (3QEM),0.4876
Ro25-6981 (3QEM),0.4876
Ro25-6981 (3QEM),0.4877
Ro25-6981 (3QEM),0.4878
Ro25-6981 (3QEM),0.4878
Ro25-6981 (3QEM),0.4879
Ro25-6981 (3QEM),0.4879
Ro25-6981 (3QEM),0.488
Ro25-6981 (3QEM),0.4882
Ro25-6981 (3QEM),0.4882
Ro25-6981 (3QEM),0.4885
Ro25-6981 (3QEM),0.4885
Ro25-6981 (3QEM),0.4886
Ro25-6981 (3QEM),0.4886
Ro25-6981 (3QEM),0.4888
Ro25-6981 (3QEM),0.4888
Ro25-6981 (3QEM),0.4888
Ro25-6981 (3QEM),0.4889
Ro25-6981 (3QEM),0.4893
Ro25-6981 (3QEM),0.4896
Ro25-6981 (3QEM),0.4897
Ro25-6981 (3QEM),0.4903
Ro25-6981 (3QEM),0.4905
Ro25-6981 (3QEM),0.491
Ro25-6981 (3QEM),0.4913
Ro25-6981 (3QEM),0.4915
Ro25-6981 (3QEM),0.4915
Ro25-6981 (3QEM),0.4915
Ro25-6981 (3QEM),0.4918
Ro25-6981 (3QEM),0.492
Ro25-6981 (3QEM),0.4923
Ro25-6981 (3QEM),0.4923
Ro25-6981 (3QEM),0.4926
Ro25-6981 (3QEM),0.4927
Ro25-6981 (3QEM),0.4927
Ro25-6981 (3QEM),0.4928
Ro25-6981 (3QEM),0.4933
Ro25-6981 (3QEM),0.4934
Ro25-6981 (3QEM),0.4937
Ro25-6981 (3QEM),0.494
Ro25-6981 (3QEM),0.4941
Ro25-6981 (3QEM),0.4941
Ro25-6981 (3QEM),0.4942
Ro25-6981 (3QEM),0.4945
Ro25-6981 (3QEM),0.4945
Ro25-6981 (3QEM),0.4947
Ro25-6981 (3QEM),0.495
Ro25-6981 (3QEM),0.4951
Ro25-6981 (3QEM),0.4954
Ro25-6981 (3QEM),0.4955
Ro25-6981 (3QEM),0.4956
Ro25-6981 (3QEM),0.4958
Ro25-6981 (3QEM),0.4959
Ro25-6981 (3QEM),0.496
Ro25-6981 (3QEM),0.496
Ro25-6981 (3QEM),0.4962
Ro25-6981 (3QEM),0.4962
Ro25-6981 (3QEM),0.4964
Ro25-6981 (3QEM),0.4965
Ro25-6981 (3QEM),0.4966
Ro25-6981 (3QEM),0.4966
Ro25-6981 (3QEM),0.4966
Ro25-6981 (3QEM),0.4968
Ro25-6981 (3QEM),0.4969
Ro25-6981 (3QEM),0.4972
Ro25-6981 (3QEM),0.4972
Ro25-6981 (3QEM),0.4974
Ro25-6981 (3QEM),0.4975
Ro25-6981 (3QEM),0.4977
Ro25-6981 (3QEM),0.4978
Ro25-6981 (3QEM),0.4978
Ro25-6981 (3QEM),0.4979
Ro25-6981 (3QEM),0.4982
Ro25-6981 (3QEM),0.4982
Ro25-6981 (3QEM),0.4983
Ro25-6981 (3QEM),0.4983
Ro25-6981 (3QEM),0.4984
Ro25-6981 (3QEM),0.4984
Ro25-6981 (3QEM),0.4986
Ro25-6981 (3QEM),0.4987
Ro25-6981 (3QEM),0.4988
Ro25-6981 (3QEM),0.4989
Ro25-6981 (3QEM),0.4991
Ro25-6981 (3QEM),0.4991
Ro25-6981 (3QEM),0.4993
Ro25-6981 (3QEM),0.4994
Ro25-6981 (3QEM),0.4995
Ro25-6981 (3QEM),0.4997
Ro25-6981 (3QEM),0.5
Ro25-6981 (3QEM),0.5002
Ro25-6981 (3QEM),0.5004
Ro25-6981 (3QEM),0.5005
Ro25-6981 (3QEM),0.5007
Ro25-6981 (3QEM),0.5008
Ro25-6981 (3QEM),0.501
Ro25-6981 (3QEM),0.5011
Ro25-6981 (3QEM),0.5012
Ro25-6981 (3QEM),0.5015
Ro25-6981 (3QEM),0.5015
Ro25-6981 (3QEM),0.5015
Ro25-6981 (3QEM),0.5016
Ro25-6981 (3QEM),0.502
Ro25-6981 (3QEM),0.5024
Ro25-6981 (3QEM),0.5026
Ro25-6981 (3QEM),0.5028
Ro25-6981 (3QEM),0.5029
Ro25-6981 (3QEM),0.5029
Ro25-6981 (3QEM),0.503
Ro25-6981 (3QEM),0.5031
Ro25-6981 (3QEM),0.5032
Ro25-6981 (3QEM),0.5032
Ro25-6981 (3QEM),0.5033
Ro25-6981 (3QEM),0.5034
Ro25-6981 (3QEM),0.5034
Ro25-6981 (3QEM),0.5035
Ro25-6981 (3QEM),0.5036
Ro25-6981 (3QEM),0.5037
Ro25-6981 (3QEM),0.5041
Ro25-6981 (3QEM),0.5041
Ro25-6981 (3QEM),0.5041
Ro25-6981 (3QEM),0.5044
Ro25-6981 (3QEM),0.5045
Ro25-6981 (3QEM),0.5046
Ro25-6981 (3QEM),0.5046
Ro25-6981 (3QEM),0.5047
Ro25-6981 (3QEM),0.5047
Ro25-6981 (3QEM),0.5048
Ro25-6981 (3QEM),0.5053
Ro25-6981 (3QEM),0.5054
Ro25-6981 (3QEM),0.5056
Ro25-6981 (3QEM),0.5059
Ro25-6981 (3QEM),0.5059
Ro25-6981 (3QEM),0.5061
Ro25-6981 (3QEM),0.5062
Ro25-6981 (3QEM),0.5069
Ro25-6981 (3QEM),0.5074
Ro25-6981 (3QEM),0.5076
Ro25-6981 (3QEM),0.5079
Ro25-6981 (3QEM),0.508
Ro25-6981 (3QEM),0.5084
Ro25-6981 (3QEM),0.5085
Ro25-6981 (3QEM),0.5088
Ro25-6981 (3QEM),0.5091
Ro25-6981 (3QEM),0.5091
Ro25-6981 (3QEM),0.5093
Ro25-6981 (3QEM),0.5095
Ro25-6981 (3QEM),0.5095
Ro25-6981 (3QEM),0.5096
Ro25-6981 (3QEM),0.5096
Ro25-6981 (3QEM),0.5096
Ro25-6981 (3QEM),0.5098
Ro25-6981 (3QEM),0.51
Ro25-6981 (3QEM),0.51
Ro25-6981 (3QEM),0.5101
Ro25-6981 (3QEM),0.5101
Ro25-6981 (3QEM),0.5101
Ro25-6981 (3QEM),0.5102
Ro25-6981 (3QEM),0.5105
Ro25-6981 (3QEM),0.5106
Ro25-6981 (3QEM),0.5106
Ro25-6981 (3QEM),0.511
Ro25-6981 (3QEM),0.511
Ro25-6981 (3QEM),0.5112
Ro25-6981 (3QEM),0.5112
Ro25-6981 (3QEM),0.5114
Ro25-6981 (3QEM),0.5114
Ro25-6981 (3QEM),0.5114
Ro25-6981 (3QEM),0.5115
Ro25-6981 (3QEM),0.5116
Ro25-6981 (3QEM),0.5117
Ro25-6981 (3QEM),0.5119
Ro25-6981 (3QEM),0.512
Ro25-6981 (3QEM),0.5123
Ro25-6981 (3QEM),0.5125
Ro25-6981 (3QEM),0.5126
Ro25-6981 (3QEM),0.5127
Ro25-6981 (3QEM),0.513
Ro25-6981 (3QEM),0.5131
Ro25-6981 (3QEM),0.5133
Ro25-6981 (3QEM),0.5136
Ro25-6981 (3QEM),0.5138
Ro25-6981 (3QEM),0.5141
Ro25-6981 (3QEM),0.5141
Ro25-6981 (3QEM),0.5141
Ro25-6981 (3QEM),0.5145
Ro25-6981 (3QEM),0.5146
Ro25-6981 (3QEM),0.5153
Ro25-6981 (3QEM),0.5163
Ro25-6981 (3QEM),0.5164
Ro25-6981 (3QEM),0.5165
Ro25-6981 (3QEM),0.5165
Ro25-6981 (3QEM),0.5166
Ro25-6981 (3QEM),0.5168
Ro25-6981 (3QEM),0.5169
Ro25-6981 (3QEM),0.5169
Ro25-6981 (3QEM),0.5169
Ro25-6981 (3QEM),0.5171
Ro25-6981 (3QEM),0.5173
Ro25-6981 (3QEM),0.5173
Ro25-6981 (3QEM),0.5173
Ro25-6981 (3QEM),0.5175
Ro25-6981 (3QEM),0.5178
Ro25-6981 (3QEM),0.5178
Ro25-6981 (3QEM),0.5179
Ro25-6981 (3QEM),0.518
Ro25-6981 (3QEM),0.5183
Ro25-6981 (3QEM),0.5184
Ro25-6981 (3QEM),0.5186
Ro25-6981 (3QEM),0.5186
Ro25-6981 (3QEM),0.5187
Ro25-6981 (3QEM),0.5193
Ro25-6981 (3QEM),0.5194
Ro25-6981 (3QEM),0.5196
Ro25-6981 (3QEM),0.5201
Ro25-6981 (3QEM),0.5204
Ro25-6981 (3QEM),0.5206
Ro25-6981 (3QEM),0.5206
Ro25-6981 (3QEM),0.5217
Ro25-6981 (3QEM),0.522
Ro25-6981 (3QEM),0.5224
Ro25-6981 (3QEM),0.5225
Ro25-6981 (3QEM),0.5225
Ro25-6981 (3QEM),0.5225
Ro25-6981 (3QEM),0.5226
Ro25-6981 (3QEM),0.5233
Ro25-6981 (3QEM),0.5235
Ro25-6981 (3QEM),0.5235
Ro25-6981 (3QEM),0.5237
Ro25-6981 (3QEM),0.5238
Ro25-6981 (3QEM),0.5239
Ro25-6981 (3QEM),0.5242
Ro25-6981 (3QEM),0.5243
Ro25-6981 (3QEM),0.5246
Ro25-6981 (3QEM),0.5246
Ro25-6981 (3QEM),0.5253
Ro25-6981 (3QEM),0.5254
Ro25-6981 (3QEM),0.5255
Ro25-6981 (3QEM),0.5255
Ro25-6981 (3QEM),0.5256
Ro25-6981 (3QEM),0.5257
Ro25-6981 (3QEM),0.5258
Ro25-6981 (3QEM),0.5259
Ro25-6981 (3QEM),0.526
Ro25-6981 (3QEM),0.5262
Ro25-6981 (3QEM),0.5264
Ro25-6981 (3QEM),0.5266
Ro25-6981 (3QEM),0.5267
Ro25-6981 (3QEM),0.5268
Ro25-6981 (3QEM),0.527
Ro25-6981 (3QEM),0.5271
Ro25-6981 (3QEM),0.5272
Ro25-6981 (3QEM),0.5273
Ro25-6981 (3QEM),0.5274
Ro25-6981 (3QEM),0.5275
Ro25-6981 (3QEM),0.5276
Ro25-6981 (3QEM),0.5279
Ro25-6981 (3QEM),0.5279
Ro25-6981 (3QEM),0.5279
Ro25-6981 (3QEM),0.528
Ro25-6981 (3QEM),0.528
Ro25-6981 (3QEM),0.5281
Ro25-6981 (3QEM),0.5285
Ro25-6981 (3QEM),0.5295
Ro25-6981 (3QEM),0.5297
Ro25-6981 (3QEM),0.5298
Ro25-6981 (3QEM),0.5298
Ro25-6981 (3QEM),0.53
Ro25-6981 (3QEM),0.5302
Ro25-6981 (3QEM),0.5306
Ro25-6981 (3QEM),0.5308
Ro25-6981 (3QEM),0.5312
Ro25-6981 (3QEM),0.5313
Ro25-6981 (3QEM),0.5314
Ro25-6981 (3QEM),0.5319
Ro25-6981 (3QEM),0.5327
Ro25-6981 (3QEM),0.5332
Ro25-6981 (3QEM),0.5333
Ro25-6981 (3QEM),0.5333
Ro25-6981 (3QEM),0.5333
Ro25-6981 (3QEM),0.5336
Ro25-6981 (3QEM),0.5337
Ro25-6981 (3QEM),0.534
Ro25-6981 (3QEM),0.5341
Ro25-6981 (3QEM),0.5344
Ro25-6981 (3QEM),0.5345
Ro25-6981 (3QEM),0.5347
Ro25-6981 (3QEM),0.5348
Ro25-6981 (3QEM),0.5349
Ro25-6981 (3QEM),0.535
Ro25-6981 (3QEM),0.5352
Ro25-6981 (3QEM),0.5353
Ro25-6981 (3QEM),0.5356
Ro25-6981 (3QEM),0.5359
Ro25-6981 (3QEM),0.5366
Ro25-6981 (3QEM),0.537
Ro25-6981 (3QEM),0.5371
Ro25-6981 (3QEM),0.5382
Ro25-6981 (3QEM),0.5385
Ro25-6981 (3QEM),0.5389
Ro25-6981 (3QEM),0.5393
Ro25-6981 (3QEM),0.5403
Ro25-6981 (3QEM),0.5406
Ro25-6981 (3QEM),0.5407
Ro25-6981 (3QEM),0.5409
Ro25-6981 (3QEM),0.5409
Ro25-6981 (3QEM),0.541
Ro25-6981 (3QEM),0.541
Ro25-6981 (3QEM),0.5411
Ro25-6981 (3QEM),0.5413
Ro25-6981 (3QEM),0.5414
Ro25-6981 (3QEM),0.5417
Ro25-6981 (3QEM),0.5423
Ro25-6981 (3QEM),0.5426
Ro25-6981 (3QEM),0.5428
Ro25-6981 (3QEM),0.5435
Ro25-6981 (3QEM),0.5439
Ro25-6981 (3QEM),0.5443
Ro25-6981 (3QEM),0.5449
